DateID;Realized Variance (5-minute)
20000103;0.000157239596459558
20000104;0.000298147448739244
20000105;0.000307225852905134
20000106;0.000136237904617473
20000107;9.27209869197684E-05
20000110;0.000117787384898457
20000111;7.46441835075727E-05
20000112;0.000128923686259817
20000113;0.000100003226875178
20000114;0.000138071131317549
20000117;
20000118;0.000100672994117379
20000119;4.674546672584E-05
20000120;0.000123903557812895
20000121;5.85396878352762E-05
20000124;0.000206456947920347
20000125;0.000176352670808516
20000126;6.84147975675259E-05
20000127;0.000189557999322408
20000128;0.000282463394566539
20000131;0.000198159926206913
20000201;0.0001071702599901
20000202;0.000107625556694427
20000203;0.000185909727412184
20000204;7.46946866550617E-05
20000207;5.52231796791047E-05
20000208;9.38599111846544E-05
20000209;9.33210265522881E-05
20000210;0.000108796571829668
20000211;0.000104843745484912
20000214;0.000105943222918448
20000215;0.000126813042011805
20000216;9.25526842908552E-05
20000217;0.000178720155654178
20000218;0.000158348715417696
20000221;
20000222;0.000193855113794972
20000223;0.000121703698871086
20000224;0.000287471001468582
20000225;0.000228607410891055
20000228;0.000210763197584934
20000229;0.000135091731845724
20000301;0.000102060050584383
20000302;9.83342819735618E-05
20000303;0.000142638544962514
20000306;7.22560124662799E-05
20000307;0.000283106250815426
20000308;0.000155361921794521
20000309;0.000102924469885876
20000310;0.000131729634246108
20000313;0.000505250673206831
20000314;0.000166847970982258
20000315;0.00024160344813618
20000316;0.000297171093367649
20000317;
20000320;9.20735536794484E-05
20000321;0.000161235376972639
20000322;7.87407361758945E-05
20000323;0.000151179559560118
20000324;0.000156318409278801
20000327;7.93842009164082E-05
20000328;
20000329;0.000156366629598045
20000330;0.000248406907468041
20000331;0.000280515702866963
20000403;0.000220281817715354
20000404;0.00128763794634489
20000405;0.000517827052281411
20000406;0.000187627683589845
20000407;0.000105536646180767
20000410;0.000101441751881991
20000411;0.000261241795690782
20000412;0.000119575432620286
20000413;0.000378765888745245
20000414;0.00111351057039124
20000417;0.000688553716756677
20000418;0.00025456064203442
20000419;0.000164404240044732
20000420;7.81668276293998E-05
20000421;
20000424;0.000522011384231314
20000425;0.000231946708187833
20000426;0.00010742969145351
20000427;0.000393347670382193
20000428;0.000142608209876389
20000501;0.00013731523535208
20000502;0.000106566531270131
20000503;0.000257998944143916
20000504;0.000120322047630871
20000505;0.000128402676713159
20000508;0.000130184304950699
20000509;0.000126579689818342
20000510;0.000273255535534917
20000511;0.000197066979088366
20000512;8.44181490713255E-05
20000515;7.93628238117914E-05
20000516;0.00022769640201871
20000517;0.00016824259526955
20000518;7.58818267159036E-05
20000519;0.000217155737068246
20000522;0.000320577620969139
20000523;0.000175202382324561
20000524;0.000331808223231816
20000525;0.00018116093723837
20000526;0.00019413007678257
20000529;
20000530;0.000209348610871906
20000531;0.000148902955867107
20000601;0.000137259817371447
20000602;0.000315434257120673
20000605;0.000111262949221449
20000606;7.25658060846897E-05
20000607;7.8140251876265E-05
20000608;6.21851414607377E-05
20000609;7.59792731624011E-05
20000612;5.34372574164035E-05
20000613;7.60971212799599E-05
20000614;9.05174969497456E-05
20000615;8.14020844768781E-05
20000616;5.17794175258528E-05
20000619;5.45011901073327E-05
20000620;8.86617660092535E-05
20000621;9.0859080093379E-05
20000622;9.64020797198538E-05
20000623;8.282326238684E-05
20000626;8.11330284129184E-05
20000627;4.54984645031918E-05
20000628;7.67803192671152E-05
20000629;0.000156336376468966
20000630;6.26180348927121E-05
20000703;
20000704;
20000705;7.1749045275905E-05
20000706;6.01414417261898E-05
20000707;4.64928882396729E-05
20000710;4.32457795374761E-05
20000711;8.11937406605529E-05
20000712;7.79225180540135E-05
20000713;3.57175122230047E-05
20000714;4.85521704042872E-05
20000717;2.51529188621429E-05
20000718;5.14303927052357E-05
20000719;5.04843476683055E-05
20000720;8.90095005667001E-05
20000721;4.00980587973563E-05
20000724;5.27217505813633E-05
20000725;9.50522159860414E-05
20000726;9.78247210677397E-05
20000727;0.000131108360447333
20000728;0.000158263872085678
20000731;0.000109864627288581
20000801;8.29453484077451E-05
20000802;7.56978993558151E-05
20000803;0.000145585322980257
20000804;8.30726626906898E-05
20000807;4.32068322018143E-05
20000808;4.18978001013935E-05
20000809;6.73234748087264E-05
20000810;4.57901555485243E-05
20000811;5.80082382087368E-05
20000814;2.69505332208874E-05
20000815;3.6115232287678E-05
20000816;3.89681793957124E-05
20000817;4.90382845321787E-05
20000818;3.35634216637811E-05
20000821;5.27917907231311E-05
20000822;3.92532146247025E-05
20000823;3.61155703212276E-05
20000824;2.22579701567331E-05
20000825;2.29680880664464E-05
20000828;3.43889145411536E-05
20000829;3.2637295414039E-05
20000830;2.68301660848027E-05
20000831;4.47673099749112E-05
20000901;7.63039333735131E-05
20000904;
20000905;5.44155066358643E-05
20000906;5.07758948959152E-05
20000907;4.87424143702346E-05
20000908;4.70665572354887E-05
20000911;7.44215470267751E-05
20000912;5.23738992605061E-05
20000913;0.000108189524344595
20000914;7.12834357876741E-05
20000915;5.42402025373197E-05
20000918;6.32771711100974E-05
20000919;0.00010066954909628
20000920;0.000132255107158329
20000921;0.000126218785334032
20000922;0.000459249549377068
20000925;8.05298709204881E-05
20000926;0.000106011036525758
20000927;0.000150011520546644
20000928;8.87946249820117E-05
